"","X","Site","Year","ID","Attempt","Nest_Fate","age","Date_Incubation","Date_Failure","Comments","unique_ID","tph","gc","cc","maxveg","avgveg","voveg","Died_Nesting","Nest_Random","site"
"2210",394,"BFG","2018","61060",1,"0",NA,"4/11/2018","5/3/2018","U"," 1 0",0,73,0,37.5,10,10,"N",0,"BFG"
"2310",395,"BFG","2018","61065",1,"0",NA,"4/20/2018","5/12/2018","predator"," 1 0",0,100,0,145,100,82.5,"N",0,"BFG"
"2410",396,"BFG","2018","61065",2,"0",NA,"6/12/2018","6/25/2018","U"," 2 0",21,100,89.6,137.5,82.5,10,"N",0,"BFG"
"2510",397,"BFG","2018","61097",1,"0",NA,"3/25/2018","4/11/2018","abandoned"," 1 0",17,100,99.8,97.5,52.5,10,"N",0,"BFG"
"2610",398,"BFG","2018","61097",2,"1",NA,"5/5/2018","6/3/2018",NA," 2 1",3,92,97.6,85,42.5,10,"N",0,"BFG"
"2710",399,"BFG","2018","61069",1,"1",NA,"4/2/2018","4/30/2018",NA," 1 1",10,100,88.4,92.5,40,15,"N",0,"BFG"
"2810",400,"BFG","2018","61079",1,"1",NA,"4/2/2018","5/2/2018",NA," 1 1",3,99,17.8,150,150,120,"N",0,"BFG"
"2910",401,"BFG","2018","61092",1,"0",NA,"5/11/2018","5/24/2018","predator"," 1 0",0,91,0,12.5,10,10,"N",0,"BFG"
"3010",402,"BFG","2018","61089",1,"1",NA,"4/2/2018","5/1/2018",NA," 1 1",20,100,99.6,82.5,72.5,15,"N",0,"BFG"
"3110",403,"BFG","2018","61084",1,"1",NA,"4/2/2018","5/4/2018",NA," 1 1",0,100,0,77.5,57.5,47.5,"N",0,"BFG"
"3210",404,"BFG","2018","61094",1,"0",NA,"4/11/2018","5/1/2018","predator"," 1 0",0,100,0,117.5,82.5,67.5,"Y",0,"BFG"
"33",405,"BFG","2018","61061",1,"1",NA,"3/27/2018","4/26/2018",NA," 1 1",1,91,20.2,147.5,92.5,75,"N",0,"BFG"
"34",406,"BFG","2018","61061",2,"0",NA,"5/31/2018","6/5/2018","human disturbance"," 2 0",0,99,0,45,40,27.5,"N",0,"BFG"
"35",407,"BFG","2018","61096",1,"0",NA,"4/19/2018","5/8/2018","U"," 1 0",14,100,79.8,10,10,10,"N",0,"BFG"
"36",408,"BFG","2018","61104",1,"0",NA,"4/4/2018","4/10/2018","abandoned"," 1 0",7,100,83.2,150,102.5,77.5,"N",0,"BFG"
"37",409,"BFG","2018","61059",1,"0",NA,"4/2/2018","4/11/2018","predator"," 1 0",0,7,0,17.5,15,10,"Y",0,"BFG"
"3810",410,"BFG","2018","61063",1,"0",NA,"4/18/2018","4/21/2018","abandoned"," 1 0",11,83,99.6,92.5,30,20,"N",0,"BFG"
"3910",411,"BFG","2018","61088",1,"0",NA,"4/12/2018","5/6/2018","U"," 1 0",12,97,90.4,10,10,10,"N",0,"BFG"
"4010",412,"BFG","2018","61068",1,"1",NA,"4/20/2018","5/19/2018",NA," 1 1",15,100,96,62.5,25,12.5,"N",0,"BFG"
"4110",413,"BFG","2018","61113",1,"1",NA,"3/31/2018","4/29/2018",NA," 1 1",12,100,98.4,47.5,20,12.5,"N",0,"BFG"
"4210",414,"BFG","2018","61078",1,"1",NA,"4/29/2018","5/29/2018",NA," 1 1",20,97,89.8,105,55,30,"N",0,"BFG"
"43",415,"BFG","2018","61099",1,"0",NA,"4/1/2018","4/10/2018","abandoned"," 1 0",0,76,19.2,100,100,80,"N",0,"BFG"
"44",416,"BFG","2018","61099",2,"1",NA,"5/3/2018","6/1/2018",NA," 2 1",1,91,28.6,147.5,145,127.5,"N",0,"BFG"
"45",417,"BFG","2018","61076",1,"0",NA,"4/8/2018","4/30/2018","predator"," 1 0",0,100,0,145,80,57.5,"N",0,"BFG"
"46",418,"BFG","2018","61076",2,"0",NA,"6/9/2018","6/15/2018","human disturbance"," 2 0",0,100,0,60,50,47.5,"N",0,"BFG"
"4710",419,"BFG","2018","61101",1,"0",NA,"4/18/2018","4/24/2018","abandoned"," 1 0",8,72,94.8,25,20,17.5,"N",0,"BFG"
"4810",511,"BFG","2019","46568",1,"0",NA,"4/16/2019","5/12/2019","U"," 1 0",NA,59,37.2,90,52.5,32.5,"N",0,"BFG"
"4910",512,"BFG","2019","46596",1,"0",NA,"4/7/2019","4/23/2019","predator"," 1 0",NA,62,0,NA,NA,NA,"N",0,"BFG"
"5010",513,"BFG","2019","46596",2,"0",NA,"5/25/2019","6/7/2019","U"," 2 0",NA,67,85.2,NA,47.5,22.5,"N",0,"BFG"
"5110",514,"BFG","2019","46565",1,"0",NA,"4/18/2019","5/6/2019","U"," 1 0",NA,99,0,72.5,62.5,40,"Y",0,"BFG"
"5210",515,"BFG","2019","46600",2,"0",NA,"5/6/2019","5/19/2019","U"," 2 0",NA,83,14.4,NA,NA,NA,"N",0,"BFG"
"5310",516,"BFG","2019","46609",1,"0",NA,"4/18/2019","5/15/2019","predator"," 1 0",NA,57,0,65,45,25,"N",0,"BFG"
"5410",517,"BFG","2019","46614",1,"0",NA,"4/28/2019","5/14/2019","predator"," 1 0",NA,93,0,NA,100,67.5,"N",0,"BFG"
"5510",518,"BFG","2019","46614",2,"0",NA,"6/24/2019","7/2/2019","U"," 2 0",NA,96,0,82.5,67.5,52.5,"N",0,"BFG"
"5610",519,"BFG","2019","46580",1,"1",NA,"4/17/2019","5/16/2019","U"," 1 1",NA,93,0,NA,NA,102.5,"N",0,"BFG"
"5710",520,"BFG","2019","46590",1,"0",NA,"4/8/2019","5/3/2019","U"," 1 0",NA,66,87.2,37.5,22.5,10,"N",0,"BFG"
"5810",521,"BFG","2019","46617",1,"0",NA,"4/9/2019","4/29/2019","U"," 1 0",NA,62,79.6,42.5,22.5,12.5,"N",0,"BFG"
"5910",522,"BFG","2019","46617",2,"0",NA,"6/6/2019","6/9/2019","U"," 2 0",NA,27,90.4,NA,27.5,15,"N",0,"BFG"
"6010",523,"BFG","2019","46602",1,"1",NA,"4/8/2019","5/4/2019",NA," 1 1",NA,46,90.6,NA,25,15,"N",0,"BFG"
"6110",600,"BFG","2020","61305",1,"0",NA,"4/30/2020","5/22/2020","Predation"," 1 0",0,72,0,15,15,15,"Y",0,"BFG"
"6210",601,"BFG","2020","61270",1,"0",NA,"4/16/2020","4/20/2020","Predation"," 1 0",13,93,99,195,87.5,52.5,"Y",0,"BFG"
"6310",602,"BFG","2020","61251",1,"0",NA,"4/26/2020","4/30/2020","Predation"," 1 0",16,99,91,185,117.5,117.5,"N",0,"BFG"
"6510",604,"BFG","2020","61255",1,"0",NA,"4/10/2020","4/14/2020","Predation"," 1 0",0,100,0,187.5,132.5,132.5,"Y",0,"BFG"
"6610",605,"BFG","2020","61269",1,"1",NA,"4/8/2020","5/8/2020",NA," 1 1",10,94,65,135,67.5,55,"N",0,"BFG"
"6710",696,"BFG","2021","47492",1,"0",NA,"4/15/2021","4/23/2021","Predation"," 1 0",NA,0,90,0,135,75,"N",0,"BFG"
"684",697,"BFG","2021","47492",2,"0",NA,"5/15/2021","6/8/2021","Predation"," 2 0",NA,0,89,8.8,200,180,"N",0,"BFG"
"6910",698,"BFG","2021","47437",1,"0",NA,"4/29/2021","5/9/2021","Predation"," 1 0",NA,0,92,0,122.5,115,"Y",0,"BFG"
"7010",699,"BFG","2021","47444",2,"0",NA,"5/17/2021","5/19/2021","UNK"," 2 0",NA,0,100,0,185,70,"N",0,"BFG"
"7110",700,"BFG","2021","47444",3,"1",NA,"6/9/2021","7/5/2021",NA," 3 1",NA,2,96,90.8,175,112.5,"N",0,"BFG"
"7210",701,"BFG","2021","47454",1,"0",NA,"4/15/2021","5/5/2021","Predation"," 1 0",NA,9,94,79.6,200,102.5,"N",0,"BFG"
"7310",702,"BFG","2021","47493",1,"0",NA,"4/25/2021","5/10/2021","Predation"," 1 0",NA,13,76,95,155,135,"N",0,"BFG"
"7410",703,"BFG","2021","47445",1,"0",NA,"4/12/2021","4/27/2021","Abandoned"," 1 0",NA,6,98,50.2,200,135,"N",0,"BFG"
"7510",704,"BFG","2021","47445",2,"0",NA,"6/4/2021","7/1/2021","Abandoned"," 2 0",NA,11,98,77.2,197.5,165,"N",0,"BFG"
"7610",705,"BFG","2021","47477",1,"0",NA,"4/12/2021","5/3/2021","Predation"," 1 0",NA,7,78,81,152.5,52.5,"Y",0,"BFG"
"7710",706,"BFG","2021","47448",1,"0",NA,"5/7/2021","5/29/2021","Predation"," 1 0",NA,12,99,84.2,200,190,"N",0,"BFG"
"7810",707,"BFG","2021","47474",1,"1",NA,"5/1/2021","5/28/2021",NA," 1 1",NA,6,91,73.6,195,107.5,"N",0,"BFG"
"795",708,"BFG","2021","47461",1,"0",NA,"4/21/2021","5/13/2021","Predation"," 1 0",NA,8,100,59.4,185,125,"N",0,"BFG"
"8010",709,"BFG","2021","47443",1,"0",NA,"4/14/2021","4/25/2021","Predation"," 1 0",NA,8,100,81.8,182.5,157.5,"N",0,"BFG"
"8110",837,"BFG","2022","47689",1,"1",NA,"4/9/2022","5/7/2022","hatch"," 1 1",16,90,88.2,97.5,30,10,"N",0,"BFG"
"8210",838,"BFG","2022","10293",1,"0",NA,"4/12/2022","4/14/2022","U"," 1 0",0,100,0,0,0,0,"N",0,"BFG"
"8310",840,"BFG","2022","10304",1,"0",NA,"4/12/2022","4/30/2022","predator"," 1 0",11,97,83.8,187.5,60,17.5,"N",0,"BFG"
"8410",844,"BFG","2022","47664",1,"0",NA,"4/17/2022","5/8/2022","predator"," 1 0",7,96,72.4,160,67.5,40,"N",0,"BFG"
"8510",845,"BFG","2022","10297",1,"1",NA,"4/19/2022","5/16/2022","hatch"," 1 1",11,82,86.2,200,72.5,35,"N",0,"BFG"
"8610",850,"BFG","2022","10291",1,"1",NA,"4/23/2022","5/20/2022","hatch"," 1 1",15,76,69.8,147.5,37.5,20,"N",0,"BFG"
"8710",851,"BFG","2022","47691",1,"0",NA,"4/25/2022","4/29/2022","predator"," 1 0",0,96,6.8,120,67.5,60,"N",0,"BFG"
"8810",860,"BFG","2022","47677",1,"0",NA,"5/31/2022","6/12/2022","U"," 1 0",16,97,86.6,200,30,25,"N",0,"BFG"
"8910",864,"BFG","2022","10270",1,"0",NA,"6/11/2022","6/16/2022","predator"," 1 0",22,NA,78.4,200,105,30,"N",0,"BFG"
"9010",866,"BFG","2022","47664",2,"0",NA,"6/18/2022","7/13/2022","U"," 2 0",29,99,84.2,100,35,22.5,"N",0,"BFG"
"9110",283,"CC","2017","46234",1,"0",NA,"5/7/2017","5/11/2017","U"," 1 0",21,90,80.8,137.5,27.5,25,"N",0,"CC"
"9310",285,"CC","2017","46214",1,"0",NA,"4/17/2017","4/20/2017","Predator"," 1 0",9,100,78.6,67.5,22.5,15,"Y",0,"CC"
"9410",286,"CC","2017","46270",1,"0",NA,"4/8/2017","4/28/2017","Predator"," 1 0",14,96,83.4,50,15,20,"Y",0,"CC"
"9510",287,"CC","2017","46222",1,"1",NA,"4/12/2017","5/10/2017",NA," 1 1",17,100,97,105,30,42.5,"N",0,"CC"
"9610",288,"CC","2017","46273",1,"0",NA,"4/9/2017","4/15/2017","U"," 1 0",6,100,93.4,105,40,30,"N",0,"CC"
"9710",289,"CC","2017","46273",2,"0",NA,"5/2/2017","5/25/2017","U"," 2 0",16,100,98.4,57.5,17.5,15,"N",0,"CC"
"9810",290,"CC","2017","46245",1,"0",NA,"3/20/2017","4/11/2017","U"," 1 0",15,100,98.4,107.5,32.5,27.5,"N",0,"CC"
"9910",291,"CC","2017","46245",2,"0",NA,"5/8/2017","5/11/2017","U"," 2 0",21,100,96.6,150,47.5,45,"N",0,"CC"
"10010",292,"CC","2017","46264",1,"0",NA,"3/31/2017","4/6/2017","U"," 1 0",1,88,51.8,150,72.5,12.5,"N",0,"CC"
"10110",293,"CC","2017","46264",2,"0",NA,"5/7/2017","5/27/2017","U"," 2 0",0,100,18.4,132.5,40,40,"N",0,"CC"
"10210",294,"CC","2017","46268",1,"0",NA,"4/8/2017","4/29/2017","U"," 1 0",17,99,94.4,122.5,22.5,20,"Y",0,"CC"
"10310",295,"CC","2017","46268",2,"0",NA,"6/11/2017","6/11/2017","U"," 2 0",15,100,98.8,27.5,17.5,10,"Y",0,"CC"
"10410",296,"CC","2017","46260",1,"0",NA,"4/2/2017","4/3/2017","U"," 1 0",16,100,97.6,150,67.5,57.5,"N",0,"CC"
"10510",297,"CC","2017","46260",2,"0",NA,"4/21/2017","4/27/2017","U"," 2 0",13,99,88,150,92.5,42.5,"N",0,"CC"
"10610",298,"CC","2017","46260",3,"1",NA,"5/16/2017","6/13/2017",NA," 3 1",10,100,86.6,150,70,67.5,"N",0,"CC"
"10710",299,"CC","2017","46224",1,"0",NA,"4/1/2017","4/7/2017","Predator"," 1 0",6,90,78.4,102.5,52.5,40,"Y",0,"CC"
"1083",300,"CC","2017","46239",1,"0",NA,"3/24/2017","3/26/2017","Predator"," 1 0",22,100,95,140,40,45,"Y",0,"CC"
"1091",301,"CC","2017","46249",1,"0",NA,"4/11/2017","4/19/2017","Predator"," 1 0",10,99,88.8,132.5,72.5,87.5,"N",0,"CC"
"1101",302,"CC","2017","46249",2,"0",NA,"5/19/2017","5/29/2017","U"," 2 0",8,95,94.4,95,35,32.5,"N",0,"CC"
"1111",303,"CC","2017","46218",1,"1",NA,"4/16/2017","5/13/2017",NA," 1 1",21,100,96,75,17.5,15,"N",0,"CC"
"1121",304,"CC","2017","46258",1,"0",NA,"4/3/2017","4/18/2017","Predator"," 1 0",12,100,95.4,150,77.5,52.5,"N",0,"CC"
"1131",305,"CC","2017","46232",1,"0",NA,"4/13/2017","4/24/2017","U"," 1 0",15,100,99,117.5,22.5,20,"N",0,"CC"
"1141",306,"CC","2017","46217",1,"0",NA,"4/8/2017","4/12/2017","U"," 1 0",5,92,63.8,110,67.5,27.5,"Y",0,"CC"
"1151",307,"CC","2017","46217",2,"0",NA,"5/9/2017","5/24/2017","U"," 2 0",7,88,80,135,52.5,45,"Y",0,"CC"
"1161",308,"CC","2017","46217",3,"0",NA,"6/14/2017","6/16/2017","Predator"," 3 0",15,100,100,100,15,12.5,"Y",0,"CC"
"1171",309,"CC","2017","46213",1,"1",NA,"3/30/2017","4/27/2017",NA," 1 1",0,100,0.8,150,95,100,"N",0,"CC"
"1181",310,"CC","2017","46223",1,"0",NA,"4/24/2017","5/18/2017","U"," 1 0",8,100,98.2,57.5,30,10,"N",0,"CC"
"1191",311,"CC","2017","46277",1,"0",NA,"4/4/2017","4/12/2017","U"," 1 0",3,100,94.4,150,75,67.5,"Y",0,"CC"
"1201",312,"CC","2017","46277",2,"0",NA,"5/16/2017","5/18/2017","U"," 2 0",9,100,99.4,130,45,32.5,"Y",0,"CC"
"1211",313,"CC","2017","46277",3,"0",NA,"6/12/2017","6/13/2017","U"," 3 0",11,100,93.4,85,40,32.5,"Y",0,"CC"
"1221",314,"CC","2017","46277",4,"0",NA,"7/7/2017","7/17/2017","Predator"," 4 0",11,100,97.8,132.5,40,10,"Y",0,"CC"
"1231",315,"CC","2017","46221",1,"0",NA,"4/7/2017","4/17/2017","Predator"," 1 0",5,100,100,150,65,15,"Y",0,"CC"
"1241",316,"CC","2017","46228",1,"0",NA,"3/26/2017","4/7/2017","U"," 1 0",12,100,93.4,140,52.5,62.5,"N",0,"CC"
"1251",317,"CC","2017","46228",2,"0",NA,"4/30/2017","5/27/2017","U"," 2 0",5,100,23.6,140,62.5,42.5,"N",0,"CC"
"1261",318,"CC","2017","46236",1,"0",NA,"4/8/2017","4/10/2017","Predator"," 1 0",11,100,98.2,127.5,67.5,12.5,"Y",0,"CC"
"1271",319,"CC","2017","46259",1,"0",NA,"4/18/2017","5/1/2017","U"," 1 0",10,100,76.2,120,55,27.5,"N",0,"CC"
"1281",320,"CC","2017","46250",1,"0",NA,"4/8/2017","4/24/2017","Predator"," 1 0",16,100,97.6,120,12.5,10,"Y",0,"CC"
"1291",321,"CC","2017","46233",1,"1",NA,"4/1/2017","4/30/2017",NA," 1 1",18,100,97,67.5,15,12.5,"N",0,"CC"
"1301",322,"CC","2017","46272",1,"0",NA,"4/1/2017","4/9/2017","Predator"," 1 0",8,100,92.2,42.5,15,10,"Y",0,"CC"
"1311",323,"CC","2017","46267",1,"0",NA,"3/30/2017","4/26/2017","U"," 1 0",15,100,98,140,67.5,10,"N",0,"CC"
"1321",324,"CC","2017","46267",2,"1",NA,"6/7/2017","7/6/2017",NA," 2 1",16,100,100,50,17.5,22.5,"N",0,"CC"
"1331",435,"CC","2018","46222",1,"1",NA,"4/13/2018","5/14/2018",NA," 1 1",21,0,98.4,150,140,100,"N",0,"CC"
"1341",436,"CC","2018","46245",1,"0",NA,"3/15/2018","3/30/2018","predator"," 1 0",13,100,98.2,65,40,25,"N",0,"CC"
"1381",440,"CC","2018","61077",2,"1",NA,"4/13/2018","5/10/2018",NA," 2 1",16,98,98.4,140,102.5,40,"N",0,"CC"
"1391",441,"CC","2018","61085",1,"0",NA,"4/10/2018","4/15/2018","U"," 1 0",8,100,92,150,105,45,"N",0,"CC"
"1401",442,"CC","2018","61085",2,"0",NA,"5/24/2018","5/26/2018","U"," 2 0",7,100,85,150,150,115,"N",0,"CC"
"1411",443,"CC","2018","61107",1,"0",NA,"3/29/2018","4/21/2018","U"," 1 0",12,100,98,77.5,60,37.5,"N",0,"CC"
"1421",444,"CC","2018","61107",2,"0",NA,"6/16/2018","6/29/2018","predator"," 2 0",20,100,99.2,150,75,35,"N",0,"CC"
"1431",445,"CC","2018","61105",1,"0",NA,"3/27/2018","4/9/2018","predator"," 1 0",21,100,97.4,150,42.5,22.5,"N",0,"CC"
"1441",446,"CC","2018","61105",2,"0",NA,"5/10/2018","5/16/2018","U"," 2 0",0,100,2.6,145,110,70,"N",0,"CC"
"1451",447,"CC","2018","61105",3,"0",NA,"6/7/2018","6/19/2018","Human disturbance"," 3 0",4,99,61.4,50,17.5,17.5,"N",0,"CC"
"1461",448,"CC","2018","61112",1,"0",NA,"3/26/2018","4/11/2018","predator"," 1 0",16,100,99,150,150,27.5,"Y",0,"CC"
"1471",449,"CC","2018","61102",1,"1",NA,"4/9/2018","5/6/2018",NA," 1 1",4,100,62.8,150,120,85,"N",0,"CC"
"1481",450,"CC","2018","61064",1,"0",NA,"4/11/2018","4/17/2018","U"," 1 0",14,100,98.8,147.5,115,52.5,"N",0,"CC"
"1491",451,"CC","2018","61080",1,"0",NA,"5/13/2018","6/4/2018","predator"," 1 0",0,98,2.6,97.5,62.5,52.5,"Y",0,"CC"
"1501",452,"CC","2018","61073",1,"0",NA,"3/18/2018","4/3/2018","predator"," 1 0",9,100,95.4,150,112.5,72.5,"N",0,"CC"
"1511",453,"CC","2018","61073",2,"0",NA,"4/23/2018","5/19/2018","predator"," 2 0",15,100,99.4,130,70,15,"N",0,"CC"
"1521",454,"CC","2018","61073",3,"0",NA,"7/2/2018","7/13/2018","predator"," 3 0",NA,NA,NA,NA,NA,NA,"N",0,"CC"
"1531",524,"CC","2019","46582",1,"0",NA,"4/5/2019","4/9/2019","U"," 1 0",NA,68,91.2,NA,65,37.5,"N",0,"CC"
"1541",525,"CC","2019","46582",2,"0",NA,"4/28/2019","5/14/2019","predator"," 2 0",NA,83,79.4,NA,NA,NA,"N",0,"CC"
"1551",526,"CC","2019","46582",3,"1",NA,"6/7/2019","7/2/2019","U"," 3 1",NA,35,72.6,67.5,35,20,"N",0,"CC"
"1561",527,"CC","2019","46613",1,"0",NA,"4/4/2019","4/17/2019","predator"," 1 0",NA,64,89.6,57.5,50,47.5,"N",0,"CC"
"1571",528,"CC","2019","46613",2,"0",NA,"5/25/2019","6/17/2019","U"," 2 0",NA,79,48,72.5,52.5,47.5,"N",0,"CC"
"1581",529,"CC","2019","46599",1,"0",NA,"3/27/2019","4/3/2019","predator"," 1 0",NA,58,87,NA,50,22.5,"N",0,"CC"
"1591",530,"CC","2019","46599",2,"0",NA,"4/29/2019","5/11/2019","predator"," 2 0",NA,46,66.2,NA,NA,NA,"N",0,"CC"
"1601",531,"CC","2019","46586",1,"0",NA,"4/10/2019","4/27/2019","U"," 1 0",NA,41,82.2,NA,60,12.5,"N",0,"CC"
"1611",532,"CC","2019","46574",1,"0",NA,"4/4/2019","4/7/2019","predator"," 1 0",NA,60,70.8,110,57.5,30,"Y",0,"CC"
"1621",533,"CC","2019","46585",1,"0",NA,"4/9/2019","4/12/2019","predator"," 1 0",NA,68,90.4,NA,NA,30,"N",0,"CC"
"1631",534,"CC","2019","46585",2,"0",NA,"4/30/2019","5/17/2019","predator"," 2 0",NA,66,89.4,NA,77.5,17.5,"N",0,"CC"
"1641",535,"CC","2019","46579",1,"0",NA,"4/25/2019","4/29/2019","U"," 1 0",NA,70,84.2,NA,90,35,"N",0,"CC"
"1651",536,"CC","2019","46579",2,"0",NA,"5/24/2019","U","predator"," 2 0",NA,66,60.6,NA,NA,NA,"N",0,"CC"
"1661",537,"CC","2019","46565",1,"0",NA,"4/25/2019","5/11/2019","hen killed"," 1 0",NA,39,96,NA,95,50,"Y",0,"CC"
"1671",538,"CC","2019","46608",1,"0",NA,"4/25/2019","5/2/2019","U"," 1 0",NA,74,44.2,NA,NA,NA,"N",0,"CC"
"1681",539,"CC","2019","46584",1,"0",NA,"5/4/2019","5/12/2019","U"," 1 0",NA,44,87.6,52.5,30,27.5,"N",0,"CC"
"1691",540,"CC","2019","46595",1,"0",NA,"4/7/2019","4/13/2019","predator"," 1 0",NA,81,89.2,NA,107.5,95,"N",0,"CC"
"1701",541,"CC","2019","46604",1,"0",NA,"4/2/2019","4/28/2019","predator"," 1 0",NA,31,53.6,NA,27.5,15,"N",0,"CC"
"1711",542,"CC","2019","46604",2,"0",NA,"6/4/2019","6/9/2019","U"," 2 0",NA,51,72,NA,72.5,32.5,"N",0,"CC"
"1721",543,"CC","2019","46583",1,"1",NA,"5/24/2019","6/20/2019",NA," 1 1",NA,73,0,NA,65,52.5,"N",0,"CC"
"1731",544,"CC","2019","46598",1,"1",NA,"4/3/2019","5/1/2019",NA," 1 1",NA,35,71.6,NA,22.5,12.5,"N",0,"CC"
"1741",545,"CC","2019","46611",1,"1",NA,"4/21/2019","5/19/2019","U"," 1 1",NA,68,87.8,NA,62.5,25,"N",0,"CC"
"1751",546,"CC","2019","46566",1,"0",NA,"4/23/2019","5/15/2019","predator"," 1 0",NA,74,84.4,37.5,27.5,15,"N",0,"CC"
"1761",547,"CC","2019","46579",1,"1",NA,"4/28/2019","5/25/2019","U"," 1 1",NA,54,35.4,80,40,17.5,"N",0,"CC"
"1771",548,"CC","2019","46607",1,"0",NA,"4/5/2019","4/12/2019","predator"," 1 0",NA,60,94.2,42.5,22.5,17.5,"N",0,"CC"
"1781",549,"CC","2019","46615",1,"0",NA,"4/28/2019","5/6/2019","predator"," 1 0",NA,28.75,72.6,100,55,30,"N",0,"CC"
"1791",550,"CC","2019","46569",1,"0",NA,"3/31/2019","4/6/2019","U"," 1 0",NA,28.4,42,NA,60,30,"N",0,"CC"
"1801",551,"CC","2019","46569",2,"0",NA,"5/1/2019","5/14/2019","U"," 2 0",NA,41,91.8,65,32.5,10,"N",0,"CC"
"1811",552,"CC","2019","46601",1,"0",NA,"4/19/2019","4/21/2019","predator"," 1 0",NA,70,87.2,NA,72.5,50,"N",0,"CC"
"1821",553,"CC","2019","46563",1,"1",NA,"5/5/2019","6/1/2019","U"," 1 1",NA,74,90.4,NA,NA,NA,"N",0,"CC"
"1851",607,"CC","2020","61254",1,"1",NA,"4/4/2020","5/1/2020",NA," 1 1",10,100,98,192.5,72.5,57.5,"N",0,"CC"
"1861",608,"CC","2020","61268",1,"0",NA,"4/29/2020","5/21/2020","Predation"," 1 0",7,100,100,67.5,42.5,35,"N",0,"CC"
"1871",609,"CC","2020","61276",1,"0",NA,"4/8/2020","4/27/2020","Predation"," 1 0",1,97,25,190,165,160,"N",0,"CC"
"1881",610,"CC","2020","61276",2,"0",NA,"5/31/2020","6/21/2020","Predation"," 2 0",6,98,94,190,170,150,"N",0,"CC"
"1891",611,"CC","2020","61288",1,"0",NA,"4/24/2020","5/2/2020","Predation"," 1 0",6,81,90,75,62.5,62.5,"N",0,"CC"
"1901",612,"CC","2020","61301",1,"0",NA,"4/5/2020","4/8/2020","Abandonment"," 1 0",12,99,92,120,37.5,27.5,"N",0,"CC"
"1911",613,"CC","2020","61301",2,"1",NA,"5/8/2020","6/4/2020",NA," 2 1",3,77,27,92.5,37.5,30,"N",0,"CC"
"1921",614,"CC","2020","61302",1,"0",NA,"4/14/2020","4/16/2020","Predation"," 1 0",9,100,97,42.5,22.5,17.5,"N",0,"CC"
"1931",615,"CC","2020","61248",1,"1",NA,"4/8/2020","5/6/2020",NA," 1 1",8,100,78,115,67.5,62.5,"N",0,"CC"
"1941",616,"CC","2020","61287",1,"0",NA,"4/10/2020","4/11/2020","Abandonment"," 1 0",5,94,98,102.5,50,50,"N",0,"CC"
"1951",617,"CC","2020","61287",2,"1",NA,"5/7/2020","6/3/2020",NA," 2 1",14,96,98,70,17.5,15,"N",0,"CC"
"1961",618,"CC","2020","61258",1,"0",NA,"4/16/2020","4/17/2020","Abandonment"," 1 0",9,91,97,72.5,55,50,"N",0,"CC"
"1971",619,"CC","2020","61260",1,"0",NA,"4/11/2020","4/28/2020","Predation"," 1 0",8,97,95,147.5,115,100,"Y",0,"CC"
"1981",620,"CC","2020","61293",1,"0",NA,"4/2/2020","4/3/2020","Transmitter failed. "," 1 0",7,100,98,195,132.5,52.5,"N",0,"CC"
"1991",621,"CC","2020","61290",1,"0",NA,"4/22/2020","5/1/2020","Predation"," 1 0",4,95,98,200,120,102.5,"N",0,"CC"
"2001",710,"CC","2021","47482",1,"0",NA,"4/9/2021","4/18/2021","Predation"," 1 0",NA,15,100,53.2,190,70,"N",0,"CC"
"2011",711,"CC","2021","47482",2,"0",NA,"5/17/2021","6/11/2021","Predation"," 2 0",NA,9,100,74.4,195,77.5,"N",0,"CC"
"2031",713,"CC","2021","47468",1,"0",NA,"4/13/2021","4/16/2021","Predation"," 1 0",NA,11,93,79,37.5,27.5,"N",0,"CC"
"2041",714,"CC","2021","47468",2,"0",NA,"5/25/2021","6/17/2021","Predation"," 2 0",NA,0,91,22.4,200,77.5,"N",0,"CC"
"2051",715,"CC","2021","47456",1,"0",NA,"4/17/2021","4/19/2021","Predation"," 1 0",NA,5,82,81,200,77.5,"Y",0,"CC"
"2071",717,"CC","2021","47462",1,"1",NA,"4/14/2021","5/12/2021",NA," 1 1",NA,8,98,48,180,80,"N",0,"CC"
"2081",718,"CC","2021","47479",1,"0",NA,"3/31/2021","4/3/2021","Predation"," 1 0",NA,10,100,80.8,157.5,55,"Y",0,"CC"
"2091",719,"CC","2021","47479",2,"0",NA,"4/26/2021","4/27/2021","Predation"," 2 0",NA,4,86,50,175,165,"Y",0,"CC"
"2101",720,"CC","2021","47473",1,"0",NA,"4/9/2021","4/30/2021","Predation"," 1 0",NA,14,97,77.4,185,37.5,"N",0,"CC"
"2111",721,"CC","2021","47473",2,"0",NA,"6/1/2021","6/26/2021","Predation"," 2 0",NA,9,99,81.8,200,72.5,"N",0,"CC"
"2121",722,"CC","2021","47464",1,"0",NA,"4/29/2021","5/12/2021","Predation"," 1 0",NA,9,92,90.4,187.5,175,"N",0,"CC"
"2131",723,"CC","2021","47496",1,"1",NA,"4/16/2021","5/14/2021",NA," 1 1",NA,4,100,42.8,192.5,92.5,"N",0,"CC"
"2141",724,"CC","2021","47486",1,"0",NA,"4/9/2021","4/27/2021","Predation "," 1 0",NA,8,99,75.2,200,67.5,"N",0,"CC"
"2151",725,"CC","2021","47486",2,"0",NA,"5/24/2021","6/3/2021","Predation"," 2 0",NA,5,98,69.6,200,130,"N",0,"CC"
